Geography,Geographic Area Name,Population, MedianIncome ,Pct100kPlus,TotalSalaryPopulation,100k+,125Kk+,150k+,200k+, MedianHomeValue ,PctRenter,TotalRentersPopulation,OwnerOccupied,RenterOccupied,PctBAPlus
860Z200US13080,ZCTA5 13080,"3,282"," $ 77,039.00 ",38.6%,"1,354",172,113,98,139," $ 160,500.00 ",19.1%,1354,1095,25900.00%,25.2%
860Z200US13081,ZCTA5 13081,"1,094"," $ 89,583.00 ",45.8%,491,87,31,65,42," $ 259,100.00 ",12.6%,491,429,6200.00%,42.1%
860Z200US13082,ZCTA5 13082,"4,177"," $ 89,485.00 ",43.9%,"1,627",197,243,182,92," $ 178,900.00 ",6.0%,1627,1530,9700.00%,27.0%
860Z200US13083,ZCTA5 13083,"1,861"," $ 60,625.00 ",28.0%,772,72,41,80,23," $ 134,500.00 ",22.4%,772,599,17300.00%,21.0%
860Z200US13084,ZCTA5 13084,"3,764"," $ 87,917.00 ",48.2%,"1,571",184,140,310,123," $ 200,900.00 ",23.9%,1571,1195,37600.00%,37.0%
860Z200US13087,ZCTA5 13087,252," $ 130,455.00 ",62.8%,94,10,12,3,34," $ 193,400.00 ",0.0%,94,94,0.00%,35.8%
860Z200US13088,ZCTA5 13088,"21,875"," $ 73,814.00 ",29.7%,"10,799","1,371",584,860,391," $ 166,500.00 ",42.3%,10799,6226,457300.00%,32.8%
860Z200US13090,ZCTA5 13090,"29,180"," $ 90,315.00 ",44.3%,"12,219","1,640","1,360","1,299","1,120"," $ 196,600.00 ",31.1%,12219,8421,379800.00%,40.2%
860Z200US13092,ZCTA5 13092,"2,707"," $ 64,453.00 ",28.7%,"1,015",74,74,89,54," $ 174,100.00 ",17.6%,1015,836,17900.00%,18.1%
860Z200US13101,ZCTA5 13101,"2,221"," $ 62,670.00 ",21.3%,949,66,51,81,4," $ 123,800.00 ",22.7%,949,734,21500.00%,14.4%
860Z200US13102,ZCTA5 13102,67,,0.0%,33,0,0,0,0,,0.0%,33,33,0.00%,25.4%
860Z200US13103,ZCTA5 13103,239," $ 65,139.00 ",0.0%,122,0,0,0,0,,13.1%,122,106,1600.00%,6.2%
860Z200US13104,ZCTA5 13104,"16,504"," $ 123,770.00 ",56.0%,"6,473",417,560,869,"1,776"," $ 296,300.00 ",19.4%,6473,5219,125400.00%,55.1%
860Z200US13108,ZCTA5 13108,"6,144"," $ 90,377.00 ",42.7%,"2,726",341,190,293,340," $ 232,800.00 ",21.2%,2726,2149,57700.00%,44.0%
860Z200US13110,ZCTA5 13110,"2,374"," $ 100,000.00 ",50.0%,906,87,99,132,135," $ 244,000.00 ",9.9%,906,816,9000.00%,42.4%
860Z200US13111,ZCTA5 13111,"1,660"," $ 59,886.00 ",19.5%,621,58,24,39,0," $ 126,300.00 ",9.8%,621,560,6100.00%,19.1%
860Z200US13112,ZCTA5 13112,"1,827"," $ 74,828.00 ",39.2%,684,82,71,40,75," $ 181,300.00 ",18.0%,684,561,12300.00%,19.2%
860Z200US13113,ZCTA5 13113,41," $ 39,375.00 ",10.0%,20,0,0,2,0," $ 112,500.00 ",0.0%,20,20,0.00%,5.6%
860Z200US13114,ZCTA5 13114,"7,313"," $ 73,328.00 ",33.6%,"2,935",333,189,310,154," $ 152,500.00 ",20.2%,2935,2342,59300.00%,17.9%
860Z200US13115,ZCTA5 13115,223," $ 71,172.00 ",27.2%,81,15,0,0,7," $ 137,500.00 ",24.7%,81,61,2000.00%,29.3%
860Z200US13116,ZCTA5 13116,"3,657"," $ 93,125.00 ",43.3%,"1,408",130,131,127,222," $ 170,300.00 ",20.2%,1408,1123,28500.00%,34.7%
860Z200US13117,ZCTA5 13117,211," $ 42,750.00 ",6.4%,78,1,4,0,0," $ 109,100.00 ",20.5%,78,62,1600.00%,7.7%
860Z200US13118,ZCTA5 13118,"5,514"," $ 67,614.00 ",35.3%,"2,034",248,149,199,123," $ 161,900.00 ",17.0%,2034,1689,34500.00%,17.3%
860Z200US13119,ZCTA5 13119,0,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US13120,ZCTA5 13120,"1,881"," $ 54,167.00 ",22.2%,772,57,25,44,45," $ 108,900.00 ",9.2%,772,701,7100.00%,14.2%
860Z200US13121,ZCTA5 13121,0,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US13122,ZCTA5 13122,"1,289"," $ 77,984.00 ",37.1%,598,80,29,92,21," $ 285,300.00 ",12.5%,598,523,7500.00%,26.9%
860Z200US13123,ZCTA5 13123,35,,0.0%,35,0,0,0,0,,0.0%,35,35,0.00%,0.0%
860Z200US13124,ZCTA5 13124,95," $ 95,625.00 ",46.5%,43,13,0,5,2," $ 172,500.00 ",7.0%,43,40,300.00%,20.3%
860Z200US13126,ZCTA5 13126,"36,199"," $ 63,590.00 ",30.6%,"13,616","1,280","1,007","1,066",819," $ 134,600.00 ",33.9%,13616,9005,461100.00%,27.4%
860Z200US13131,ZCTA5 13131,"2,856"," $ 66,992.00 ",34.7%,"1,203",131,77,115,95," $ 134,000.00 ",15.0%,1203,1023,18000.00%,18.1%
860Z200US13132,ZCTA5 13132,"3,561"," $ 71,780.00 ",38.0%,"1,657",115,115,322,77," $ 190,100.00 ",7.0%,1657,1541,11600.00%,19.0%
860Z200US13134,ZCTA5 13134,129,,44.4%,27,0,0,12,0," $ 89,300.00 ",0.0%,27,27,0.00%,8.7%
860Z200US13135,ZCTA5 13135,"6,229"," $ 82,977.00 ",39.5%,"2,387",301,228,229,184," $ 166,900.00 ",26.6%,2387,1753,63400.00%,25.4%
860Z200US13136,ZCTA5 13136,377," $ 41,944.00 ",15.6%,160,9,11,3,2," $ 103,000.00 ",15.6%,160,135,2500.00%,12.5%
860Z200US13138,ZCTA5 13138,209," $ 86,382.00 ",0.0%,75,0,0,0,0,,0.0%,75,75,0.00%,15.4%
860Z200US13140,ZCTA5 13140,"4,192"," $ 60,135.00 ",28.3%,"1,652",144,59,135,129," $ 111,900.00 ",21.2%,1652,1301,35100.00%,9.1%
860Z200US13141,ZCTA5 13141,643," $ 83,125.00 ",40.1%,247,20,21,53,5," $ 159,900.00 ",9.7%,247,223,2400.00%,27.2%
860Z200US13142,ZCTA5 13142,"6,568"," $ 85,000.00 ",42.8%,"2,626",487,202,212,224," $ 157,500.00 ",25.7%,2626,1950,67600.00%,20.5%
860Z200US13143,ZCTA5 13143,"2,405"," $ 72,371.00 ",31.3%,889,108,53,91,26," $ 121,300.00 ",9.3%,889,806,8300.00%,20.0%
860Z200US13144,ZCTA5 13144,"1,105"," $ 62,578.00 ",32.2%,441,45,39,30,28," $ 101,400.00 ",13.6%,441,381,6000.00%,9.0%
860Z200US13145,ZCTA5 13145,"1,794"," $ 50,238.00 ",18.8%,810,54,80,9,9," $ 138,900.00 ",26.8%,810,593,21700.00%,21.3%
860Z200US13146,ZCTA5 13146,"2,050"," $ 61,688.00 ",26.2%,743,46,83,39,27," $ 99,100.00 ",20.2%,743,593,15000.00%,10.2%
860Z200US13147,ZCTA5 13147,"1,043"," $ 74,861.00 ",29.0%,379,39,27,24,20," $ 154,300.00 ",19.0%,379,307,7200.00%,13.7%
860Z200US13148,ZCTA5 13148,"10,798"," $ 58,971.00 ",27.4%,"4,966",516,230,425,191," $ 129,700.00 ",32.0%,4966,3378,158800.00%,25.0%
860Z200US13152,ZCTA5 13152,"7,548"," $ 102,727.00 ",51.3%,"3,276",367,220,291,803," $ 427,600.00 ",21.9%,3276,2560,71600.00%,48.5%
860Z200US13153,ZCTA5 13153,510," $ 147,901.00 ",72.0%,161,0,80,27,9," $ 206,600.00 ",0.0%,161,161,0.00%,56.5%
860Z200US13154,ZCTA5 13154,38,,100.0%,13,0,13,0,0,,0.0%,13,13,0.00%,0.0%
860Z200US13155,ZCTA5 13155,654," $ 66,146.00 ",33.5%,269,38,22,16,14," $ 92,500.00 ",17.5%,269,222,4700.00%,19.3%
860Z200US13156,ZCTA5 13156,"2,108"," $ 70,662.00 ",29.2%,984,86,117,62,22," $ 159,800.00 ",14.2%,984,844,14000.00%,26.6%
860Z200US13157,ZCTA5 13157,547," $ 53,125.00 ",28.7%,328,0,50,19,25," $ 114,200.00 ",28.7%,328,234,9400.00%,24.2%
860Z200US13158,ZCTA5 13158,"1,377"," $ 80,809.00 ",37.3%,539,65,43,48,45," $ 168,500.00 ",25.8%,539,400,13900.00%,26.3%
860Z200US13159,ZCTA5 13159,"5,297"," $ 94,809.00 ",48.8%,"2,055",264,166,272,300," $ 219,500.00 ",13.4%,2055,1780,27500.00%,40.2%
860Z200US13160,ZCTA5 13160,"2,321"," $ 88,750.00 ",43.4%,839,85,128,86,65," $ 187,500.00 ",25.6%,839,624,21500.00%,36.0%
860Z200US13162,ZCTA5 13162,150,,13.9%,115,13,0,3,0," $ 204,300.00 ",2.6%,115,112,300.00%,40.8%
860Z200US13163,ZCTA5 13163,334," $ 77,500.00 ",33.9%,118,13,11,16,0," $ 167,000.00 ",0.0%,118,118,0.00%,16.5%
860Z200US13164,ZCTA5 13164,"2,695"," $ 81,212.00 ",42.7%,916,123,44,119,105," $ 211,300.00 ",8.7%,916,836,8000.00%,41.1%
860Z200US13165,ZCTA5 13165,"9,429"," $ 63,915.00 ",24.0%,"4,153",347,125,244,279," $ 118,600.00 ",32.0%,4153,2825,132800.00%,18.2%
860Z200US13166,ZCTA5 13166,"5,667"," $ 76,484.00 ",33.3%,"2,432",188,292,139,192," $ 150,800.00 ",18.9%,2432,1973,45900.00%,24.0%
860Z200US13167,ZCTA5 13167,"2,984"," $ 74,700.00 ",34.3%,"1,268",171,89,64,111," $ 164,200.00 ",12.0%,1268,1116,15200.00%,17.2%
860Z200US13202,ZCTA5 13202,"6,842"," $ 27,365.00 ",17.1%,"3,249",164,22,134,235," $ 79,300.00 ",90.9%,3249,295,295400.00%,29.1%
860Z200US13203,ZCTA5 13203,"17,387"," $ 46,526.00 ",23.1%,"7,974",680,375,291,497," $ 148,700.00 ",64.8%,7974,2806,516800.00%,26.5%
860Z200US13204,ZCTA5 13204,"19,511"," $ 42,585.00 ",17.3%,"8,817",578,290,379,279," $ 97,400.00 ",71.9%,8817,2479,633800.00%,24.3%
860Z200US13205,ZCTA5 13205,"18,562"," $ 39,171.00 ",16.7%,"7,330",510,225,278,212," $ 96,300.00 ",53.4%,7330,3417,391300.00%,20.2%
860Z200US13206,ZCTA5 13206,"16,848"," $ 60,314.00 ",19.4%,"7,815",581,258,474,206," $ 130,300.00 ",44.5%,7815,4339,347600.00%,25.3%
860Z200US13207,ZCTA5 13207,"12,383"," $ 59,495.00 ",25.5%,"5,269",465,256,411,214," $ 110,500.00 ",32.2%,5269,3575,169400.00%,31.8%
860Z200US13208,ZCTA5 13208,"22,549"," $ 40,641.00 ",16.4%,"9,188",691,373,304,139," $ 110,300.00 ",52.6%,9188,4352,483600.00%,18.4%
860Z200US13209,ZCTA5 13209,"12,995"," $ 67,307.00 ",28.2%,"5,877",659,293,414,290," $ 146,200.00 ",29.5%,5877,4145,173200.00%,27.7%
860Z200US13210,ZCTA5 13210,"19,298"," $ 38,783.00 ",18.2%,"8,117",544,338,306,288," $ 167,200.00 ",73.0%,8117,2191,592600.00%,47.7%
860Z200US13211,ZCTA5 13211,"6,155"," $ 67,672.00 ",28.8%,"2,512",259,285,160,20," $ 115,700.00 ",21.4%,2512,1974,53800.00%,15.4%
860Z200US13212,ZCTA5 13212,"20,185"," $ 74,931.00 ",37.3%,"8,770","1,284",727,851,413," $ 157,400.00 ",22.1%,8770,6836,193400.00%,26.3%
860Z200US13214,ZCTA5 13214,"8,713"," $ 93,200.00 ",45.3%,"3,054",341,157,431,454," $ 218,900.00 ",28.9%,3054,2172,88200.00%,46.1%
860Z200US13215,ZCTA5 13215,"14,599"," $ 112,328.00 ",55.9%,"5,576",626,461,688,"1,340"," $ 272,500.00 ",15.0%,5576,4737,83900.00%,46.4%
860Z200US13219,ZCTA5 13219,"15,546"," $ 81,414.00 ",39.2%,"6,268",591,583,743,539," $ 173,400.00 ",15.4%,6268,5302,96600.00%,40.3%
860Z200US13224,ZCTA5 13224,"8,638"," $ 81,667.00 ",40.7%,"3,630",288,239,564,386," $ 215,100.00 ",33.3%,3630,2421,120900.00%,51.3%
860Z200US13244,ZCTA5 13244,"8,816",,0.0%,5,0,0,0,0,,100.0%,5,0,500.00%,57.1%
860Z200US13290,ZCTA5 13290,0,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US13301,ZCTA5 13301,113," $ 124,559.00 ",79.2%,48,17,12,9,0," $ 320,000.00 ",0.0%,48,48,0.00%,29.9%
860Z200US13302,ZCTA5 13302,"1,403"," $ 55,156.00 ",26.4%,609,75,40,21,25," $ 123,500.00 ",17.2%,609,504,10500.00%,10.2%
860Z200US13303,ZCTA5 13303,"1,455"," $ 86,012.00 ",32.9%,595,42,51,71,32," $ 151,600.00 ",17.3%,595,492,10300.00%,23.8%
860Z200US13304,ZCTA5 13304,"1,841"," $ 105,313.00 ",50.3%,710,46,67,158,86," $ 254,500.00 ",22.3%,710,552,15800.00%,44.3%
860Z200US13305,ZCTA5 13305,421,,41.9%,167,0,23,0,47," $ 96,300.00 ",18.0%,167,137,3000.00%,3.9%
860Z200US13308,ZCTA5 13308,"4,239"," $ 86,072.00 ",35.9%,"1,701",229,96,144,142," $ 124,600.00 ",13.5%,1701,1471,23000.00%,22.7%
860Z200US13309,ZCTA5 13309,"5,828"," $ 70,377.00 ",30.3%,"2,540",188,184,251,146," $ 196,800.00 ",28.0%,2540,1829,71100.00%,18.8%
860Z200US13310,ZCTA5 13310,731," $ 98,182.00 ",47.1%,278,48,62,21,0," $ 118,200.00 ",25.2%,278,208,7000.00%,13.8%
860Z200US13312,ZCTA5 13312,288," $ 71,172.00 ",28.7%,157,34,3,5,3," $ 231,000.00 ",12.1%,157,138,1900.00%,34.2%
860Z200US13313,ZCTA5 13313,562," $ 36,328.00 ",20.5%,249,18,18,6,9," $ 81,500.00 ",31.7%,249,170,7900.00%,2.6%
860Z200US13314,ZCTA5 13314,145," $ 38,750.00 ",17.6%,34,0,0,6,0," $ 106,300.00 ",0.0%,34,34,0.00%,15.2%
860Z200US13315,ZCTA5 13315,"1,239"," $ 65,417.00 ",28.7%,485,39,13,63,24," $ 190,200.00 ",14.0%,485,417,6800.00%,17.6%
860Z200US13316,ZCTA5 13316,"5,924"," $ 62,941.00 ",27.1%,"2,774",335,198,180,40," $ 158,900.00 ",14.0%,2774,2387,38700.00%,20.8%
860Z200US13317,ZCTA5 13317,"3,970"," $ 69,250.00 ",33.5%,"1,249",146,82,155,36," $ 119,700.00 ",18.7%,1249,1015,23400.00%,18.2%
860Z200US13318,ZCTA5 13318,982," $ 78,125.00 ",34.3%,397,36,34,48,18," $ 161,100.00 ",7.1%,397,369,2800.00%,13.0%
860Z200US13319,ZCTA5 13319,434," $ 72,726.00 ",20.2%,253,27,0,0,24,,37.2%,253,159,9400.00%,29.5%
860Z200US13320,ZCTA5 13320,"2,027"," $ 80,956.00 ",34.4%,717,67,51,54,75," $ 191,600.00 ",9.6%,717,648,6900.00%,33.5%
860Z200US13321,ZCTA5 13321,815," $ 58,508.00 ",33.3%,511,151,8,11,0,,41.7%,511,298,21300.00%,21.9%
860Z200US13322,ZCTA5 13322,"1,059"," $ 92,250.00 ",38.8%,397,30,47,39,38," $ 203,600.00 ",9.1%,397,361,3600.00%,28.0%
860Z200US13323,ZCTA5 13323,"11,014"," $ 82,060.00 ",42.1%,"4,377",458,493,418,474," $ 231,600.00 ",31.3%,4377,3007,137000.00%,46.0%
860Z200US13324,ZCTA5 13324,"1,714"," $ 80,313.00 ",38.3%,793,158,50,63,33," $ 144,800.00 ",10.1%,793,713,8000.00%,16.9%
860Z200US13325,ZCTA5 13325,882," $ 66,458.00 ",26.6%,413,21,44,30,15," $ 135,300.00 ",12.8%,413,360,5300.00%,15.3%
860Z200US13326,ZCTA5 13326,"4,536"," $ 70,977.00 ",36.7%,"1,913",131,112,174,286," $ 308,600.00 ",28.4%,1913,1369,54400.00%,42.6%
860Z200US13327,ZCTA5 13327,"1,956"," $ 61,250.00 ",30.1%,778,103,61,16,54," $ 158,700.00 ",19.9%,778,623,15500.00%,22.3%
860Z200US13328,ZCTA5 13328,"1,302"," $ 95,000.00 ",48.8%,564,99,44,87,45," $ 200,800.00 ",10.6%,564,504,6000.00%,25.5%
860Z200US13329,ZCTA5 13329,"3,326"," $ 57,014.00 ",20.9%,"1,413",115,80,59,42," $ 120,600.00 ",29.4%,1413,997,41600.00%,13.7%
860Z200US13331,ZCTA5 13331,175," $ 64,500.00 ",23.5%,98,8,0,15,0," $ 290,000.00 ",0.0%,98,98,0.00%,50.3%
860Z200US13332,ZCTA5 13332,"2,695"," $ 74,511.00 ",34.9%,869,131,63,87,22," $ 121,600.00 ",13.6%,869,751,11800.00%,26.4%
860Z200US13333,ZCTA5 13333,40," $ 76,250.00 ",41.2%,17,7,0,0,0," $ 175,000.00 ",17.6%,17,14,300.00%,28.9%
860Z200US13334,ZCTA5 13334,887," $ 50,875.00 ",23.9%,410,42,41,15,0," $ 133,800.00 ",25.9%,410,304,10600.00%,12.5%
860Z200US13335,ZCTA5 13335,"1,388"," $ 54,048.00 ",25.1%,462,63,25,24,4," $ 121,800.00 ",26.4%,462,340,12200.00%,12.6%
860Z200US13337,ZCTA5 13337,690," $ 74,821.00 ",42.6%,357,74,27,9,42," $ 287,500.00 ",47.3%,357,188,16900.00%,35.3%
860Z200US13338,ZCTA5 13338,"1,293"," $ 58,393.00 ",28.3%,608,45,36,55,36," $ 156,900.00 ",10.7%,608,543,6500.00%,25.4%
860Z200US13339,ZCTA5 13339,"6,131"," $ 57,885.00 ",29.8%,"2,208",215,198,157,89," $ 93,000.00 ",22.6%,2208,1708,50000.00%,19.8%
860Z200US13340,ZCTA5 13340,"7,322"," $ 69,928.00 ",36.0%,"3,265",413,224,350,189," $ 143,900.00 ",18.7%,3265,2655,61000.00%,21.6%
860Z200US13342,ZCTA5 13342,263," $ 81,023.00 ",26.5%,83,11,2,5,4,,4.8%,83,79,400.00%,41.4%
860Z200US13343,ZCTA5 13343,"1,543"," $ 68,514.00 ",27.4%,693,71,48,44,27," $ 164,100.00 ",12.0%,693,610,8300.00%,18.3%
860Z200US13345,ZCTA5 13345,184," $ 51,250.00 ",26.5%,83,10,0,12,0," $ 116,600.00 ",21.7%,83,65,1800.00%,17.5%
860Z200US13346,ZCTA5 13346,"6,275"," $ 65,391.00 ",36.0%,"1,737",127,119,180,200," $ 222,300.00 ",29.1%,1737,1231,50600.00%,44.1%
860Z200US13348,ZCTA5 13348,"1,529"," $ 77,903.00 ",27.1%,616,32,36,43,56," $ 187,500.00 ",18.2%,616,504,11200.00%,34.5%
860Z200US13350,ZCTA5 13350,"9,641"," $ 62,548.00 ",28.3%,"4,221",450,344,286,116," $ 136,400.00 ",38.8%,4221,2585,163600.00%,19.7%
860Z200US13352,ZCTA5 13352,21,,0.0%,1,0,0,0,0,,0.0%,1,1,0.00%,0.0%
860Z200US13353,ZCTA5 13353,54," $ 79,375.00 ",38.7%,31,8,2,0,2," $ 125,000.00 ",9.7%,31,28,300.00%,11.1%
860Z200US13354,ZCTA5 13354,"3,124"," $ 92,750.00 ",46.7%,"1,241",209,97,179,94," $ 198,700.00 ",9.5%,1241,1123,11800.00%,28.5%
860Z200US13355,ZCTA5 13355,883," $ 70,250.00 ",44.7%,318,44,16,45,37," $ 180,500.00 ",12.9%,318,277,4100.00%,15.4%
860Z200US13357,ZCTA5 13357,"10,073"," $ 62,500.00 ",24.9%,"4,488",443,330,195,149," $ 105,200.00 ",31.2%,4488,3086,140200.00%,21.0%
860Z200US13360,ZCTA5 13360,193," $ 117,708.00 ",68.5%,73,19,8,0,23," $ 295,300.00 ",2.7%,73,71,200.00%,33.3%
860Z200US13361,ZCTA5 13361,666," $ 100,000.00 ",50.0%,240,31,31,49,9," $ 178,400.00 ",20.4%,240,191,4900.00%,32.1%
860Z200US13363,ZCTA5 13363,"2,290"," $ 88,427.00 ",34.5%,927,50,80,39,151," $ 183,500.00 ",4.7%,927,883,4400.00%,23.7%
860Z200US13364,ZCTA5 13364,359," $ 77,739.00 ",14.5%,131,6,0,13,0," $ 127,000.00 ",0.0%,131,131,0.00%,4.0%
860Z200US13365,ZCTA5 13365,"8,545"," $ 60,458.00 ",28.9%,"3,367",304,207,250,212," $ 121,000.00 ",21.8%,3367,2633,73400.00%,18.3%
860Z200US13367,ZCTA5 13367,"8,786"," $ 70,781.00 ",29.4%,"3,624",341,230,363,133," $ 170,700.00 ",25.1%,3624,2714,91000.00%,24.4%
860Z200US13368,ZCTA5 13368,"1,025"," $ 60,000.00 ",19.0%,420,39,9,28,4," $ 110,300.00 ",7.6%,420,388,3200.00%,18.1%
860Z200US13402,ZCTA5 13402,"1,295"," $ 62,204.00 ",20.9%,541,43,39,26,5," $ 140,500.00 ",18.7%,541,440,10100.00%,15.6%
860Z200US13403,ZCTA5 13403,"7,133"," $ 100,060.00 ",50.2%,"1,952",361,149,208,261," $ 207,700.00 ",19.3%,1952,1576,37600.00%,16.4%
860Z200US13404,ZCTA5 13404,162,,14.3%,63,9,0,0,0," $ 92,300.00 ",41.3%,63,37,2600.00%,15.0%
860Z200US13406,ZCTA5 13406,491," $ 98,000.00 ",47.6%,168,62,5,8,5," $ 139,100.00 ",3.6%,168,162,600.00%,19.2%
860Z200US13407,ZCTA5 13407,"5,125"," $ 72,700.00 ",29.7%,"2,088",328,51,115,127," $ 134,200.00 ",20.5%,2088,1660,42800.00%,21.6%
860Z200US13408,ZCTA5 13408,"3,422"," $ 64,762.00 ",32.2%,786,75,82,41,55," $ 177,800.00 ",16.3%,786,658,12800.00%,19.6%
860Z200US13409,ZCTA5 13409,"2,123"," $ 69,103.00 ",32.2%,869,142,53,69,16," $ 126,100.00 ",11.6%,869,768,10100.00%,14.1%
860Z200US13410,ZCTA5 13410,575,,17.4%,321,22,13,17,4," $ 55,700.00 ",36.4%,321,204,11700.00%,12.6%
860Z200US13411,ZCTA5 13411,"2,920"," $ 58,651.00 ",22.0%,"1,169",104,58,63,32," $ 120,200.00 ",21.9%,1169,913,25600.00%,16.4%
860Z200US13413,ZCTA5 13413,"16,940"," $ 91,899.00 ",46.7%,"7,091",721,854,507,"1,233"," $ 218,900.00 ",23.4%,7091,5430,166100.00%,43.1%
860Z200US13415,ZCTA5 13415,92," $ 85,417.00 ",37.8%,45,3,3,0,11," $ 157,300.00 ",0.0%,45,45,0.00%,38.8%
860Z200US13416,ZCTA5 13416,"2,120"," $ 83,125.00 ",35.2%,859,139,65,67,31," $ 160,000.00 ",15.8%,859,723,13600.00%,17.1%
860Z200US13417,ZCTA5 13417,"3,012"," $ 56,055.00 ",23.8%,"1,653",77,210,94,13," $ 160,200.00 ",54.1%,1653,759,89400.00%,30.5%
860Z200US13418,ZCTA5 13418,186," $ 113,125.00 ",56.7%,67,6,0,32,0," $ 125,000.00 ",49.3%,67,34,3300.00%,26.8%
860Z200US13420,ZCTA5 13420,890," $ 107,770.00 ",62.1%,430,169,35,7,56," $ 348,900.00 ",12.8%,430,375,5500.00%,56.9%
860Z200US13421,ZCTA5 13421,"12,742"," $ 63,732.00 ",32.8%,"5,573",475,386,490,475," $ 147,800.00 ",32.0%,5573,3788,178500.00%,24.1%
860Z200US13424,ZCTA5 13424,"2,285"," $ 90,179.00 ",43.5%,956,50,96,77,193," $ 205,100.00 ",16.1%,956,802,15400.00%,28.7%
860Z200US13425,ZCTA5 13425,"1,743"," $ 64,628.00 ",33.6%,741,80,60,37,72," $ 117,800.00 ",23.8%,741,565,17600.00%,19.3%
860Z200US13428,ZCTA5 13428,"1,470"," $ 73,250.00 ",33.1%,650,74,12,86,43," $ 169,100.00 ",25.8%,650,482,16800.00%,23.9%
860Z200US13431,ZCTA5 13431,"1,929"," $ 83,200.00 ",34.0%,742,81,44,60,67," $ 207,700.00 ",16.6%,742,619,12300.00%,22.5%
860Z200US13433,ZCTA5 13433,"1,708"," $ 49,696.00 ",16.5%,691,77,23,8,6," $ 114,900.00 ",23.4%,691,529,16200.00%,9.9%
860Z200US13435,ZCTA5 13435,337," $ 46,413.00 ",14.8%,122,0,10,8,0," $ 104,400.00 ",9.8%,122,110,1200.00%,6.1%
860Z200US13436,ZCTA5 13436,107," $ 74,167.00 ",18.8%,48,5,1,3,0," $ 275,000.00 ",33.3%,48,32,1600.00%,37.3%
860Z200US13437,ZCTA5 13437,254," $ 48,375.00 ",22.1%,131,15,8,4,2," $ 90,000.00 ",11.5%,131,116,1500.00%,10.9%
860Z200US13438,ZCTA5 13438,"3,310"," $ 68,140.00 ",32.7%,"1,412",143,116,116,87," $ 177,300.00 ",14.6%,1412,1206,20600.00%,22.0%
860Z200US13439,ZCTA5 13439,"3,667"," $ 63,681.00 ",28.6%,"1,403",144,65,101,91," $ 184,300.00 ",21.3%,1403,1104,29900.00%,28.1%
860Z200US13440,ZCTA5 13440,"41,273"," $ 65,497.00 ",30.8%,"17,645","2,285","1,050","1,238",867," $ 155,800.00 ",37.0%,17645,11108,653700.00%,22.1%
860Z200US13441,ZCTA5 13441,145," $ 95,857.00 ",0.0%,92,0,0,0,0,,100.0%,92,0,9200.00%,74.8%
860Z200US13450,ZCTA5 13450,251," $ 62,000.00 ",22.1%,68,0,13,2,0,,30.9%,68,47,2100.00%,6.3%
860Z200US13452,ZCTA5 13452,"4,850"," $ 65,890.00 ",28.1%,"1,878",229,137,88,74," $ 106,500.00 ",23.4%,1878,1438,44000.00%,13.8%
860Z200US13454,ZCTA5 13454,754," $ 100,156.00 ",50.1%,335,128,21,14,5,,7.8%,335,309,2600.00%,13.2%
860Z200US13455,ZCTA5 13455,71,,84.0%,25,21,0,0,0,,0.0%,25,25,0.00%,0.0%
860Z200US13456,ZCTA5 13456,"4,103"," $ 90,893.00 ",43.5%,"1,539",157,157,172,183," $ 254,600.00 ",19.0%,1539,1246,29300.00%,33.4%
860Z200US13457,ZCTA5 13457,38,,3.7%,27,1,0,0,0," $ 82,000.00 ",48.1%,27,14,1300.00%,8.6%
860Z200US13459,ZCTA5 13459,"2,034"," $ 64,115.00 ",25.9%,789,95,52,20,37," $ 158,000.00 ",24.6%,789,595,19400.00%,23.0%
860Z200US13460,ZCTA5 13460,"4,286"," $ 63,316.00 ",29.7%,"1,615",148,163,130,39," $ 119,400.00 ",25.0%,1615,1212,40300.00%,14.6%
860Z200US13461,ZCTA5 13461,"3,046"," $ 88,103.00 ",39.8%,"1,378",217,133,132,66," $ 207,100.00 ",27.8%,1378,995,38300.00%,39.9%
860Z200US13464,ZCTA5 13464,"1,154"," $ 55,711.00 ",13.5%,495,34,21,4,8," $ 80,200.00 ",12.1%,495,435,6000.00%,11.2%
860Z200US13468,ZCTA5 13468,305," $ 61,979.00 ",22.6%,115,18,0,8,0,,27.0%,115,84,3100.00%,12.7%
860Z200US13469,ZCTA5 13469,"1,107"," $ 108,798.00 ",53.1%,441,26,65,57,86," $ 247,300.00 ",10.9%,441,393,4800.00%,39.5%
860Z200US13470,ZCTA5 13470,771," $ 64,028.00 ",27.4%,263,26,7,30,9," $ 146,600.00 ",17.5%,263,217,4600.00%,14.3%
860Z200US13471,ZCTA5 13471,"2,692"," $ 67,898.00 ",28.0%,"1,041",151,59,64,18," $ 110,400.00 ",13.7%,1041,898,14300.00%,11.1%
860Z200US13472,ZCTA5 13472,277,,28.7%,115,6,0,27,0," $ 369,100.00 ",0.0%,115,115,0.00%,57.1%
860Z200US13473,ZCTA5 13473,"1,060"," $ 100,477.00 ",53.5%,411,122,11,56,31," $ 150,000.00 ",4.1%,411,394,1700.00%,13.6%
